Student ID,student_name,gender,grade,school_name,reading_score,math_score
2148,Sarah Cummings,F,12th,Huang High School,74,87
2149,Sarah Evans,F,12th,Huang High School,77,80
2150,Andrea Gibson,F,10th,Huang High School,87,67
2151,Samuel Freeman,M,11th,Huang High School,73,79
2152,Ruben Bennett,M,10th,Huang High School,84,55
2153,James Webster,M,10th,Huang High School,72,91
2154,Tamara Carey,F,10th,Huang High School,79,93
2155,Jesse Jimenez,M,9th,Huang High School,86,97
2156,Jane Phillips,F,12th,Huang High School,70,86
2157,John Haynes,M,12th,Huang High School,95,76
2158,Denise Vazquez,F,10th,Huang High School,79,67
2159,Darlene Thomas PhD,F,10th,Huang High School,90,74
2160,Mr. Juan Jenkins,M,9th,Huang High School,83,68
2161,Dennis Wheeler,M,12th,Huang High School,63,78
2162,Ronald Sanchez,M,9th,Huang High School,76,56
2163,Teresa Mason,F,11th,Huang High School,96,78
2164,Jeffrey Ruiz,M,12th,Huang High School,72,58
2165,Daniel Anderson,M,12th,Huang High School,80,83
2166,Jesse Reed,M,12th,Huang High School,75,79
2167,Sandra Duncan,F,12th,Huang High School,89,87
2168,Zachary Thompson,M,12th,Huang High School,82,96
2169,Tiffany Campos,F,9th,Huang High School,90,63
2170,Tara Castaneda,F,11th,Huang High School,70,96
2171,Crystal Cole,F,12th,Huang High School,90,81
2172,Stacey Boyer,F,11th,Huang High School,84,87
2173,Joel Franco,M,9th,Huang High School,74,96
2174,Austin Smith,M,10th,Huang High School,71,81
2175,Mary Harrington,F,9th,Huang High School,86,61
2176,Wesley Adkins,M,11th,Huang High School,87,82
2177,Harold Walker,M,10th,Huang High School,82,63
2178,Melanie Crosby,F,12th,Huang High School,86,55
2179,Bryan Thompson,M,10th,Huang High School,67,95
2180,Nicholas Lopez,M,11th,Huang High School,89,81
2181,Stephanie Wells,F,10th,Huang High School,93,79
2182,Amy Robbins,F,11th,Huang High School,81,61
2183,Robert Williams,M,11th,Huang High School,90,71
2184,Michele Bowman,F,10th,Huang High School,66,65
2185,Sheila Sharp,F,12th,Huang High School,90,91
2186,Kyle Harding,M,9th,Huang High School,76,95
2187,Jordan Jones,M,9th,Huang High School,75,90
2188,Tiffany Williams,F,12th,Huang High School,89,57
2189,Mariah Kelly,F,10th,Huang High School,67,57
2190,John Watson,M,10th,Huang High School,81,80
2191,Judith Gomez,F,12th,Huang High School,82,84
2192,Kyle Spencer,M,11th,Huang High School,81,90
2193,Jonathan Owens,M,11th,Huang High School,66,89
2194,Amanda Flores,F,11th,Huang High School,88,86
2195,Darrell Lozano,M,12th,Huang High School,72,96
2196,Madison Shaffer,F,10th,Huang High School,90,61
2197,Tristan King,M,9th,Huang High School,71,57
2198,Taylor Mendez,M,12th,Huang High School,70,60
2199,Mr. Juan Bryant II,M,10th,Huang High School,98,84
2200,Jared Long,M,11th,Huang High School,97,74
2201,Shannon Martinez,F,9th,Huang High School,98,85
2202,Alex Huynh,M,11th,Huang High School,80,69
2203,Melissa Jones,F,11th,Huang High School,93,91
2204,Jeremy Murray,M,9th,Huang High School,63,58
2205,Mr. Matthew Coleman,M,9th,Huang High School,77,91
2206,Aaron Foster,M,12th,Huang High School,82,89
2207,Lauren Taylor,F,11th,Huang High School,93,94
2208,Charles Williams,M,11th,Huang High School,82,63
2209,Jessica Gibson,F,12th,Huang High School,64,61
2210,Robert Franklin,M,12th,Huang High School,75,98
2211,Samuel Jones,M,9th,Huang High School,76,96
2212,Jason Anderson,M,9th,Huang High School,99,56
2213,Amanda Freeman,F,9th,Huang High School,68,72
2214,Kyle Howard,M,11th,Huang High School,77,56
2215,Lisa Johnson,F,11th,Huang High School,89,78
2216,Bonnie Hammond MD,F,10th,Huang High School,95,75
2217,Corey Thompson,M,9th,Huang High School,71,57
2218,James Castaneda,M,11th,Huang High School,86,99
2219,Christopher Brown,M,10th,Huang High School,71,96
2220,Kelsey Shelton,F,10th,Huang High School,96,76
2221,Shannon Harris,F,11th,Huang High School,64,98
2222,Laura Bryant,F,10th,Huang High School,70,78
2223,Mindy Foley,F,9th,Huang High School,71,55
2224,David Burns,M,12th,Huang High School,78,89
2225,Marie Smith,F,11th,Huang High School,72,86
2226,Melissa Wilson,F,11th,Huang High School,79,61
2227,Kristina Reid,F,11th,Huang High School,98,63
2228,Daniel Perez,M,9th,Huang High School,63,92
2229,Lawrence Horn,M,12th,Huang High School,85,70
2230,Michael Garcia,M,11th,Huang High School,67,55
2231,Eric West,M,10th,Huang High School,84,62
2232,Joshua Shepard,M,9th,Huang High School,67,56
2233,Mary Duran,F,11th,Huang High School,95,84
2234,Michael Mack,M,9th,Huang High School,74,95
2235,Jordan Duncan,M,9th,Huang High School,71,96
2236,Mary Cook,F,10th,Huang High School,83,67
2237,Kathleen Harris DDS,F,11th,Huang High School,71,56
2238,John Young,M,10th,Huang High School,83,57
2239,Charles Howard,M,11th,Huang High School,87,99
2240,Tanya Donaldson,F,9th,Huang High School,96,75
2241,Nathan Ball,M,11th,Huang High School,68,70
2242,John Clark,M,11th,Huang High School,68,93
2243,Melissa Wilson,F,9th,Huang High School,65,60
2244,Larry Hernandez,M,9th,Huang High School,92,60
2245,Matthew Jordan,M,11th,Huang High School,97,57
2246,Melissa Whitney,F,11th,Huang High School,92,60
2247,Keith Griffin,M,9th,Huang High School,91,70
2248,Benjamin Rivera,M,10th,Huang High School,75,94
2249,Travis Sutton,M,10th,Huang High School,86,79
2250,Ashlee Keller,F,9th,Huang High School,99,69
2251,Shari Marshall,F,12th,Huang High School,74,88
2252,Dillon Le,M,10th,Huang High School,69,95
2253,Patricia Sanders,F,10th,Huang High School,84,94
2254,Cynthia Ferguson,F,11th,Huang High School,68,63
2255,Matthew Reynolds,M,10th,Huang High School,89,76
2256,Jennifer Lowe,F,10th,Huang High School,66,75
2257,Joseph Wilson,M,9th,Huang High School,87,87
2258,Jared Hart,M,9th,Huang High School,93,98
2259,Kenneth Marshall,M,10th,Huang High School,81,91
2260,Harold Conrad,M,10th,Huang High School,91,64
2261,Amanda Nelson,F,11th,Huang High School,67,75
2262,Kimberly Underwood,F,9th,Huang High School,85,78
2263,Julie Tucker,F,11th,Huang High School,79,63
2264,Dana Cook,F,11th,Huang High School,63,99
2265,Robin Ellis,F,10th,Huang High School,65,93
2266,Steven Velez DDS,M,12th,Huang High School,70,62
2267,Christine Haynes,F,12th,Huang High School,70,63
2268,Matthew Ryan,M,9th,Huang High School,64,80
2269,Beth Hendricks,F,10th,Huang High School,66,99
2270,Teresa Holmes,F,12th,Huang High School,87,98
2271,Brian Richardson,M,11th,Huang High School,71,96
2272,Kevin Fuller,M,12th,Huang High School,69,81
2273,Tiffany Guzman,F,9th,Huang High School,84,91
2274,Roberto Cox,M,10th,Huang High School,72,89
2275,Alexander Delgado,M,10th,Huang High School,75,66
2276,Caitlyn Smith,F,9th,Huang High School,82,56
2277,Michael Pittman,M,11th,Huang High School,99,80
2278,Alexander Gonzalez,M,9th,Huang High School,91,94
2279,Lisa Foster,F,12th,Huang High School,73,87
2280,Gerald Shaw,M,11th,Huang High School,64,62
2281,Frank King,M,10th,Huang High School,96,99
2282,Paul Mercado,M,10th,Huang High School,94,65
2283,Bobby Larson,M,11th,Huang High School,83,82
2284,Samantha Fitzpatrick,F,12th,Huang High School,97,66
2285,Tammy Cruz DDS,F,9th,Huang High School,91,96
2286,Dr. Marie Williams,F,11th,Huang High School,95,77
2287,Taylor Schaefer,F,11th,Huang High School,70,84
2288,Nichole Schultz,F,12th,Huang High School,92,85
2289,Olivia Mosley,F,10th,Huang High School,93,59
2290,Anthony Fox,M,12th,Huang High School,91,78
2291,Brittany Moreno,F,12th,Huang High School,89,89
2292,Carol Garrison,F,9th,Huang High School,85,72
2293,Alejandro Jones,M,12th,Huang High School,72,68
2294,Erin Soto,F,9th,Huang High School,97,91
2295,Sandra Garcia,F,10th,Huang High School,83,96
2296,Lori Harris,F,11th,Huang High School,91,69
2297,Angela Sanchez,F,11th,Huang High School,66,77
2298,Jessica Williams,F,10th,Huang High School,63,75
2299,Patrick Fisher,M,9th,Huang High School,90,75
2300,Richard Wilson,M,11th,Huang High School,86,63
2301,David Smith,M,11th,Huang High School,78,61
2302,Kenneth Paul Jr.,M,11th,Huang High School,82,82
2303,Nathaniel Mathis,M,12th,Huang High School,92,56
2304,Bailey Buchanan,F,12th,Huang High School,71,99
2305,Jacqueline Green,F,10th,Huang High School,75,62
2306,Raymond Dawson,M,9th,Huang High School,92,66
2307,Holly Chan,F,12th,Huang High School,92,84
2308,Taylor Perez,F,9th,Huang High School,69,95
2309,Christian Hernandez,M,9th,Huang High School,69,61
2310,Debra Ramos,F,9th,Huang High School,83,69
2311,Timothy Chapman,M,12th,Huang High School,84,59
2312,Tyrone Benson,M,10th,Huang High School,92,67
2313,Joseph Douglas,M,9th,Huang High School,63,79
2314,Michaela Hall,F,12th,Huang High School,97,60
2315,Michele Mcgrath,F,10th,Huang High School,92,82
2316,Marvin Sawyer,M,11th,Huang High School,64,75
2317,Jorge Romero,M,10th,Huang High School,66,62
2318,Daniel Salazar,M,12th,Huang High School,96,72
2319,Kristin Morgan,F,12th,Huang High School,97,81
2320,Mr. Jose Morris,M,11th,Huang High School,74,73
2321,Dennis Dunn,M,11th,Huang High School,77,75
2322,Alexandria Hartman,F,9th,Huang High School,99,69
2323,Richard Blackwell,M,11th,Huang High School,68,56
2324,Phillip Walker,M,9th,Huang High School,94,62
2325,Dana Washington,F,10th,Huang High School,99,57
2326,Brittney May,F,12th,Huang High School,81,69
2327,Emily Molina,F,10th,Huang High School,80,74
2328,Shawn Santos,M,12th,Huang High School,82,72
2329,Ryan Carpenter,M,12th,Huang High School,99,81
2330,Daniel Jackson,M,9th,Huang High School,65,79
2331,Terry Pope,F,11th,Huang High School,93,63
2332,Thomas Smith,M,9th,Huang High School,80,93
2333,Jerry Brown,M,10th,Huang High School,64,93
2334,Chad Dawson,M,10th,Huang High School,82,77
2335,Amber Yates,F,11th,Huang High School,64,96
2336,Robert Williams,M,12th,Huang High School,87,94
2337,Charles Washington,M,10th,Huang High School,75,66
2338,Rebecca Davis,F,10th,Huang High School,71,97
2339,Stacey Henderson,F,10th,Huang High School,85,81
2340,Elizabeth Stuart,F,10th,Huang High School,74,91
2341,Bryan Hansen,M,12th,Huang High School,68,86
2342,Keith Stokes,M,10th,Huang High School,83,57
2343,Melissa Ross,F,9th,Huang High School,81,71
2344,Jason Flores,M,12th,Huang High School,73,97
2345,Jennifer Rogers,F,9th,Huang High School,84,61
2346,Amber Kramer,F,9th,Huang High School,77,94
2347,Veronica Lester,F,11th,Huang High School,91,65
2348,Joseph Fleming,M,10th,Huang High School,67,74
2349,Joseph Reynolds,M,10th,Huang High School,79,89
2350,Jose Alvarez,M,11th,Huang High School,82,58
2351,Tony Chan,M,10th,Huang High School,82,66
2352,Scott Rivers III,M,12th,Huang High School,74,60
2353,Tammy Hayes,F,12th,Huang High School,98,83
2354,Danny Sanford,M,10th,Huang High School,97,92
2355,Melissa Rodriguez MD,F,12th,Huang High School,64,95
2356,Scott Hunter,M,11th,Huang High School,84,75
2357,Devin Love,M,9th,Huang High School,63,96
2358,Ronald Ayala,M,9th,Huang High School,63,84
2359,Bethany Mcdonald,F,11th,Huang High School,98,81
2360,Amanda Norman,F,9th,Huang High School,64,90
2361,Kathryn David,F,11th,Huang High School,67,95
2362,Brian Daniels,M,12th,Huang High School,75,76
2363,Lindsey Bennett,F,10th,Huang High School,91,90
2364,Christine Bass,F,11th,Huang High School,92,97
2365,Ashley Young,F,11th,Huang High School,82,74
2366,Louis Little,M,12th,Huang High School,85,81
2367,Michael Casey,M,11th,Huang High School,64,87
2368,Amy Davis,F,9th,Huang High School,89,65
2369,Tracey Anderson,F,10th,Huang High School,93,70
2370,Mary Boyd,F,12th,Huang High School,82,58
2371,Linda Gross,F,11th,Huang High School,78,93
2372,James Wilson,M,12th,Huang High School,73,72
2373,Ryan Vaughn,M,12th,Huang High School,97,93
2374,Emily Sullivan,F,12th,Huang High School,65,93
2375,Scott Simpson,M,9th,Huang High School,67,72
2376,Wesley Klein,M,12th,Huang High School,69,61
2377,Robin Jackson,F,9th,Huang High School,80,60
2378,Mark Mayer,M,11th,Huang High School,99,65
2379,Kevin Rogers,M,10th,Huang High School,90,73
2380,Kenneth Woodard,M,9th,Huang High School,93,71
2381,Jennifer Colon,F,11th,Huang High School,77,61
2382,Yolanda Jordan,F,11th,Huang High School,63,60
2383,Adam Gonzales,M,11th,Huang High School,79,66
2384,Kathy Marshall,F,10th,Huang High School,81,72
2385,Cynthia Molina,F,11th,Huang High School,88,70
2386,Nathan Allen,M,9th,Huang High School,88,82
2387,Melissa Carlson,F,10th,Huang High School,96,64
2388,Rachel Long,F,9th,Huang High School,83,75
2389,Brian Hernandez,M,11th,Huang High School,96,67
2390,Lucas Hernandez,M,10th,Huang High School,68,70
2391,Tyler Brennan,M,12th,Huang High School,69,68
2392,Jacqueline Lopez,F,9th,Huang High School,67,66
2393,Rebecca Castillo,F,9th,Huang High School,94,63
2394,Christina Parrish,F,9th,Huang High School,92,62
2395,Daryl Macias,M,12th,Huang High School,90,85
2396,Emma Owen,F,12th,Huang High School,72,75
2397,Robert Byrd,M,12th,Huang High School,71,83
2398,Michael Foley,M,12th,Huang High School,68,67
2399,Anthony Bailey,M,10th,Huang High School,68,74
2400,Rebecca Jones,F,9th,Huang High School,98,65
2401,Rebecca Schroeder,F,9th,Huang High School,91,90
2402,Geoffrey Ortiz MD,M,9th,Huang High School,82,92
2403,Katrina Jackson,F,10th,Huang High School,70,57
2404,Steven Solomon,M,9th,Huang High School,63,97
2405,Barbara Ramos,F,9th,Huang High School,71,91
2406,David Armstrong,M,9th,Huang High School,78,95
2407,Brandon Tucker,M,9th,Huang High School,75,70
2408,Valerie Garcia,F,12th,Huang High School,93,96
2409,Rachael Lopez,F,9th,Huang High School,72,71
2410,Julia Schmidt,F,9th,Huang High School,74,58
2411,Barbara Brown,F,9th,Huang High School,93,87
2412,Bryce Nguyen,M,10th,Huang High School,75,82
2413,Roger Olsen,M,9th,Huang High School,87,85
2414,Mark Harmon,M,12th,Huang High School,65,99
2415,Evan Livingston,M,11th,Huang High School,76,59
2416,Vickie Keller,F,12th,Huang High School,73,88
2417,Isabella Perry,F,11th,Huang High School,67,69
2418,Anita Johnson,F,9th,Huang High School,78,88
2419,Karen Brown,F,12th,Huang High School,87,93
2420,Kimberly Davidson,F,12th,Huang High School,74,96
2421,Joel Watkins,M,10th,Huang High School,75,72
2422,Jon George,M,11th,Huang High School,96,81
2423,William Jackson,M,9th,Huang High School,71,92
2424,Juan Cole,M,11th,Huang High School,98,75
2425,Mark Aguirre,M,9th,Huang High School,85,65
2426,Javier Smith,M,11th,Huang High School,83,80
2427,James Martinez,M,10th,Huang High School,92,95
2428,John Miller,M,12th,Huang High School,88,79
2429,Christopher Potter,M,11th,Huang High School,64,79
2430,Jeffrey Brown,M,11th,Huang High School,68,59
2431,Regina Reed,F,11th,Huang High School,85,95
2432,Tonya Stout,F,10th,Huang High School,84,72
2433,Samuel Thomas,M,11th,Huang High School,83,66
2434,Julie Roberts,F,9th,Huang High School,70,71
2435,Christina Clark,F,9th,Huang High School,90,64
2436,Robert Combs,M,10th,Huang High School,80,96
2437,Alexis Jimenez,F,10th,Huang High School,71,76
2438,Luis Palmer,M,10th,Huang High School,98,94
2439,Stephanie Clark,F,10th,Huang High School,97,77
2440,Amy Smith,F,9th,Huang High School,68,99
2441,Seth Baldwin,M,9th,Huang High School,80,92
2442,Jessica Gray,F,9th,Huang High School,96,94
2443,Tim Lewis,M,12th,Huang High School,75,58
2444,Benjamin Hicks,M,10th,Huang High School,68,94
2445,Deborah Jordan,F,10th,Huang High School,81,62
2446,Anita Benitez,F,11th,Huang High School,81,86
2447,Jill Santiago,F,10th,Huang High School,82,94
2448,Rachael Vaughn,F,9th,Huang High School,78,76
2449,Matthew Stewart MD,M,12th,Huang High School,67,85
2450,Trevor Snyder,M,12th,Huang High School,77,66
2451,Sally Pitts,F,12th,Huang High School,85,80
2452,Gloria Joseph,F,12th,Huang High School,71,56
2453,Joshua Jones,M,9th,Huang High School,72,99
2454,Brooke Wells,F,10th,Huang High School,92,61
2455,Matthew Perez,M,12th,Huang High School,86,94
2456,Caitlyn Chavez,F,9th,Huang High School,64,77
2457,Pamela Valentine,F,9th,Huang High School,96,74
2458,Jeremiah Howard,M,10th,Huang High School,89,69
2459,Diana Atkinson,F,11th,Huang High School,84,78
2460,Stephen Zamora,M,9th,Huang High School,73,83
2461,James Burns,M,11th,Huang High School,98,74
2462,Calvin Orozco,M,12th,Huang High School,78,57
2463,Jeffrey Rice,M,9th,Huang High School,84,67
2464,Anthony Silva,M,10th,Huang High School,93,75
2465,Levi Watson,M,9th,Huang High School,95,81
2466,Amber Cruz,F,10th,Huang High School,97,59
2467,Suzanne Wilson,F,9th,Huang High School,66,83
2468,Karina Stout,F,9th,Huang High School,70,68
2469,Richard Morales,M,11th,Huang High School,97,98
2470,Michael Medina,M,11th,Huang High School,87,87
2471,Andrew Raymond,M,11th,Huang High School,96,60
2472,Andrew Morris,M,9th,Huang High School,81,82
2473,Daniel Johnson,M,12th,Huang High School,66,61
2474,William Woods,M,11th,Huang High School,81,73
2475,Laura Gross,F,10th,Huang High School,78,63
2476,Christine Mullen,F,12th,Huang High School,70,83
2477,Lucas Smith,M,11th,Huang High School,92,70
2478,Katherine Braun,F,12th,Huang High School,85,78
2479,Kaitlyn Barr,F,9th,Huang High School,99,77
2480,Michelle Roberts,F,10th,Huang High School,85,88
2481,Jeremiah Jensen,M,10th,Huang High School,80,81
2482,Jordan Reed,M,9th,Huang High School,93,65
2483,Dawn Herrera,F,9th,Huang High School,69,73
2484,David Mitchell,M,12th,Huang High School,79,99
2485,Trevor Mendoza,M,9th,Huang High School,86,59
2486,Angel Stewart,F,11th,Huang High School,95,58
2487,Daniel Smith,M,10th,Huang High School,66,71
2488,Paige Miller,F,9th,Huang High School,84,57
2489,Carlos Bradley,M,10th,Huang High School,92,90
2490,Caroline Vincent,F,10th,Huang High School,89,65
2491,Molly Williams,F,10th,Huang High School,84,82
2492,Jorge Davis,M,10th,Huang High School,95,58
2493,William Garcia,M,9th,Huang High School,72,61
2494,James Estrada,M,10th,Huang High School,92,94
2495,Sarah Waller,F,10th,Huang High School,95,64
2496,Allen Chen,M,10th,Huang High School,86,66
2497,Robert Fisher,M,12th,Huang High School,73,66
2498,Emily Fernandez,F,9th,Huang High School,99,83
2499,Adam Tate,M,11th,Huang High School,98,57
2500,Jose Potts,M,9th,Huang High School,88,55
2501,Teresa Gonzalez,F,12th,Huang High School,91,69
2502,Frank Davis,M,12th,Huang High School,88,87
2503,Catherine Johnson,F,12th,Huang High School,93,81
2504,Jeremy Miller,M,10th,Huang High School,76,99
2505,Terri Torres,F,11th,Huang High School,80,80
2506,Thomas Ortiz,M,10th,Huang High School,84,73
2507,Jasmine Davis,F,10th,Huang High School,71,82
2508,Tonya Ortiz,F,11th,Huang High School,64,68
2509,Timothy Hartman,M,12th,Huang High School,80,69
2510,Kelly Obrien,F,10th,Huang High School,74,77
2511,Charles Taylor,M,10th,Huang High School,75,58
2512,Cheryl Adams,F,12th,Huang High School,96,71
2513,Samantha Bass,F,10th,Huang High School,96,92
2514,Susan Vaughan,F,10th,Huang High School,69,61
2515,Brandon Yates,M,10th,Huang High School,82,94
2516,Thomas Greene,M,10th,Huang High School,69,56
2517,Ernest Joseph,M,11th,Huang High School,90,63
2518,Briana Horton,F,9th,Huang High School,65,55
2519,Steven Humphrey,M,9th,Huang High School,75,91
2520,Austin Lewis,M,9th,Huang High School,85,76
2521,Edgar Hughes,M,12th,Huang High School,89,80
2522,Timothy Perez,M,11th,Huang High School,95,66
2523,Jill Brown,F,12th,Huang High School,97,80
2524,Ashley Hays,F,9th,Huang High School,87,99
2525,Scott Davis,M,11th,Huang High School,82,71
2526,Elizabeth Alvarado,F,10th,Huang High School,84,67
2527,Christopher Benjamin,M,11th,Huang High School,94,92
2528,Laurie Mendez,F,10th,Huang High School,64,68
2529,David Kelly,M,9th,Huang High School,92,59
2530,Kathleen Wright,F,11th,Huang High School,64,65
2531,Jennifer Walsh,F,10th,Huang High School,65,74
2532,George Fisher,M,11th,Huang High School,75,75
2533,Mark Church,M,9th,Huang High School,87,61
2534,Tanya Jones,F,9th,Huang High School,96,65
2535,Michael Sanchez,M,11th,Huang High School,99,79
2536,Kathleen Smith,F,9th,Huang High School,87,91
2537,Brittany Carr,F,11th,Huang High School,76,98
2538,Melanie Jackson,F,10th,Huang High School,68,88
2539,Kathryn Aguilar,F,11th,Huang High School,89,86
2540,Miguel Jenkins,M,9th,Huang High School,83,82
2541,Victor Morrison,M,9th,Huang High School,98,88
2542,Taylor Johnson,F,10th,Huang High School,91,95
2543,Brett Bryant,M,11th,Huang High School,66,83
2544,Charles Harper,M,12th,Huang High School,89,84
2545,Daniel Gutierrez,M,11th,Huang High School,65,57
2546,Brian Rogers,M,12th,Huang High School,90,83
2547,Joshua Cook,M,9th,Huang High School,91,68
2548,Vanessa Hurst,F,11th,Huang High School,78,82
2549,Jill Swanson,F,9th,Huang High School,81,91
2550,Maureen Wilson,F,9th,Huang High School,97,93
2551,Diane Powell,F,10th,Huang High School,66,72
2552,Amanda Thompson,F,12th,Huang High School,73,89
2553,Vincent Nguyen,M,11th,Huang High School,86,72
2554,Michael Thompson,M,10th,Huang High School,93,65
2555,Dennis Hernandez,M,12th,Huang High School,63,92
2556,Laurie Brandt,F,11th,Huang High School,90,93
2557,Charles Jacobs,M,9th,Huang High School,96,62
2558,Rachel Knox,F,11th,Huang High School,88,74
2559,Jordan Walker,F,9th,Huang High School,94,87
2560,Mary Martin,F,9th,Huang High School,81,56
2561,Joshua Patton,M,10th,Huang High School,71,62
2562,Pam Daniels,F,11th,Huang High School,95,81
2563,Peter Massey,M,11th,Huang High School,90,58
2564,Sarah Flowers,F,11th,Huang High School,94,63
2565,Patricia Carney,F,12th,Huang High School,66,96
2566,Kelly Perez,M,9th,Huang High School,98,60
2567,Michael Gutierrez,M,10th,Huang High School,84,59
2568,Garrett Ferguson,M,11th,Huang High School,70,60
2569,Cassandra Smith,F,10th,Huang High School,71,84
2570,Nicholas Franco,M,9th,Huang High School,72,65
2571,Kimberly Knapp,F,9th,Huang High School,96,85
2572,Wanda Davidson,F,11th,Huang High School,82,81
2573,Dennis Carter,M,11th,Huang High School,98,59
2574,Kim Roberts,F,12th,Huang High School,77,79
2575,Amy Davidson,F,9th,Huang High School,75,81
2576,Alexa Scott,F,12th,Huang High School,96,92
2577,Sean Gentry,M,9th,Huang High School,69,60
2578,Tiffany Contreras,F,9th,Huang High School,68,94
2579,Bonnie Wiggins,F,11th,Huang High School,95,93
2580,Dawn Gonzalez,F,11th,Huang High School,66,56
2581,Robert Lang,M,10th,Huang High School,90,97
2582,Devin Lucas,M,11th,Huang High School,68,55
2583,Kathryn Williams,F,10th,Huang High School,99,89
2584,Donna Cook,F,9th,Huang High School,64,77
2585,Candice Jordan,F,10th,Huang High School,92,75
2586,Sandra Thompson DDS,F,10th,Huang High School,94,62
2587,Kristen Mckinney,F,10th,Huang High School,70,64
2588,Gerald Porter,M,11th,Huang High School,65,79
2589,Judith Hall,F,10th,Huang High School,72,58
2590,Michelle Guerrero,F,11th,Huang High School,65,68
2591,Kathryn Rollins,F,10th,Huang High School,94,63
2592,Harold Contreras,M,12th,Huang High School,80,64
2593,Brian Vargas,M,12th,Huang High School,87,57
2594,Jorge Moody,M,12th,Huang High School,84,70
2595,Kimberly Church,F,10th,Huang High School,98,56
2596,Preston Whitney,M,10th,Huang High School,86,96
2597,Justin Cabrera,M,12th,Huang High School,70,87
2598,Timothy Johnson,M,12th,Huang High School,70,73
2599,Jacqueline Garcia,F,11th,Huang High School,74,68
2600,Amy Allen,F,12th,Huang High School,77,73
2601,Monica Miller,F,11th,Huang High School,78,68
2602,Brooke Barnett,F,11th,Huang High School,74,56
2603,Mark Myers Jr.,M,9th,Huang High School,82,68
2604,Steven Bautista,M,12th,Huang High School,81,98
2605,George Hahn,M,11th,Huang High School,96,81
2606,Pamela Gill,F,9th,Huang High School,64,88
2607,Frederick Garrett,M,11th,Huang High School,77,97
2608,Chelsea Estrada,F,11th,Huang High School,96,55
2609,Michael Brewer,M,9th,Huang High School,64,82
2610,Brian Robinson,M,10th,Huang High School,87,88
2611,Andrea Rose,F,10th,Huang High School,90,85
2612,Michelle Best,F,9th,Huang High School,74,86
2613,Danny Lawrence,M,9th,Huang High School,64,63
2614,Jonathan Villa,M,10th,Huang High School,93,57
2615,James Jones,M,10th,Huang High School,85,61
2616,David Benson,M,12th,Huang High School,63,68
2617,Angie Sparks,F,10th,Huang High School,96,73
2618,Jacob Stephens,M,10th,Huang High School,82,79
2619,Elizabeth Perez,F,12th,Huang High School,87,93
2620,Diane Garza,F,12th,Huang High School,85,68
2621,Debra Hicks,F,9th,Huang High School,96,59
2622,Ashley Gray,F,11th,Huang High School,65,57
2623,Ashley Gaines,F,11th,Huang High School,71,76
2624,Jaime Bryant,F,10th,Huang High School,94,76
2625,Stephanie Thomas,F,11th,Huang High School,66,99
2626,Dominique Booker,F,10th,Huang High School,71,79
2627,Bobby Berry,M,10th,Huang High School,76,69
2628,Jeffrey Caldwell,M,12th,Huang High School,89,98
2629,Amanda Fox,F,10th,Huang High School,91,63
2630,Gloria Johnson,F,12th,Huang High School,99,88
2631,Megan Peterson,F,11th,Huang High School,82,75
2632,Kristen Aguilar,F,10th,Huang High School,90,88
2633,Laura Olson,F,10th,Huang High School,93,60
2634,Shelby Alexander,F,12th,Huang High School,80,81
2635,Christie Moon,F,11th,Huang High School,83,64
2636,Denise Rogers,F,12th,Huang High School,66,72
2637,Kayla Newman,F,9th,Huang High School,75,57
2638,Brett Davis,M,11th,Huang High School,98,67
2639,Melanie Kennedy,F,9th,Huang High School,65,64
2640,Gregory Bruce,M,10th,Huang High School,92,88
2641,Jennifer Garcia,F,9th,Huang High School,79,67
2642,Scott Wilson,M,9th,Huang High School,95,75
2643,Terry Gardner,F,11th,Huang High School,93,63
2644,Sue Schwartz,F,11th,Huang High School,97,63
2645,Mrs. Maria Smith DDS,F,10th,Huang High School,63,87
2646,Dan Mejia,M,12th,Huang High School,90,83
2647,David Salinas,M,10th,Huang High School,90,70
2648,Jennifer Boone,F,10th,Huang High School,89,95
2649,Jamie Williams,F,12th,Huang High School,92,87
2650,Alexis Barnes,M,10th,Huang High School,88,93
2651,David Clark,M,10th,Huang High School,73,73
2652,Steve Smith,M,10th,Huang High School,67,62
2653,Ivan Baker,M,11th,Huang High School,80,93
2654,Christopher Smith,M,11th,Huang High School,75,75
2655,Shannon Smith,F,10th,Huang High School,94,68
2656,Savannah Russell,F,11th,Huang High School,76,82
2657,James Mcdonald,M,11th,Huang High School,80,81
2658,Michael Dean,M,12th,Huang High School,76,65
2659,Sarah Bailey,F,11th,Huang High School,87,84
2660,Rebecca Ibarra,F,11th,Huang High School,79,80
2661,Wendy Watts,F,11th,Huang High School,65,58
2662,Douglas Jones,M,9th,Huang High School,84,67
2663,Amanda Decker,F,12th,Huang High School,85,83
2664,Ashley Mays,F,9th,Huang High School,72,63
2665,Tara Estrada,F,9th,Huang High School,85,74
2666,Briana Chang,F,12th,Huang High School,87,68
2667,David Sims,M,9th,Huang High School,64,72
2668,Patricia Castro,F,9th,Huang High School,77,60
2669,Elizabeth Williams,F,10th,Huang High School,99,81
2670,Cheryl Young,F,12th,Huang High School,63,74
2671,Russell Cross,M,12th,Huang High School,76,79
2672,Jose Allen,M,10th,Huang High School,73,90
2673,Matthew Sanchez,M,10th,Huang High School,95,56
2674,Jennifer Turner,F,9th,Huang High School,99,73
